timestamp,resource,activity,region,walking_speed,step,handling_height
2024-03-25 10:45:00+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:00+01:00,C1,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:00+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:00+01:00,C3,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:01+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:01+01:00,C1,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:01+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:01+01:00,C3,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:02+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:02+01:00,C1,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:02+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:02+01:00,C3,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:03+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:03+01:00,C1,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:03+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:03+01:00,C3,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:04+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:04+01:00,C1,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:04+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:04+01:00,C3,Handling,Waiting Area,0.0,False,7.0
2024-03-25 10:45:05+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:05+01:00,C1,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:05+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:05+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:06+01:00,A2,Walk,Issue Area,0.0,False,6.0
2024-03-25 10:45:06+01:00,C1,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:06+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:06+01:00,C3,Handling,Waiting Area,0.0,False,7.0
2024-03-25 10:45:07+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:07+01:00,C1,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:07+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:07+01:00,C3,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:08+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:08+01:00,C1,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:08+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:08+01:00,C3,Stand,Waiting Area,0.0,False,6.0
2024-03-25 10:45:09+01:00,A2,Handling,Issue Area,0.0,False,8.0
2024-03-25 10:45:09+01:00,C1,Handling,Waiting Area,0.0,False,8.0
2024-03-25 10:45:09+01:00,C2,Handling,Waiting Area,0.0,False,8.0
