timestamp,extensionName,eventType,url,tabTitle,context,clipboardText,screenX,screenY,keyboardCommand,selectedText,domPath,version,context.elementType,context.elementId,context.url,context.elementName,context.inputType,context.elementValue,context.className,context.checked,context.x,context.y,context.width,context.height,context.extractions
2024-03-25 08:57:55,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,845,348,,,,1.0.1,SPAN|textbox,select2-company_select-container,,,,,select2-selection__rendered needsclick,False,692.0,323.0,364.0,28.0,[]
2024-03-25 08:57:58,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,822,395,,,,1.0.1,INPUT|textbox,asset_tag,,asset_tags[1]|Asset Tag,text,F07549,form-control,False,679.0,370.0,454.0,34.0,[]
2024-03-25 08:57:58,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,822,395,,,,1.0.1,INPUT|textbox,asset_tag,,asset_tags[1]|Asset Tag,text,F07549,form-control,False,679.0,370.0,454.0,34.0,[]
2024-03-25 08:57:58,chrome,Left double click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,822,395,,,,1.0.1,INPUT|textbox,asset_tag,,asset_tags[1]|Asset Tag,text,F07549,form-control,False,679.0,370.0,454.0,34.0,[]
2024-03-25 08:57:58,chrome,Text selected,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,0,0,,F07549,,1.0.1,INPUT|textbox,asset_tag,,asset_tags[1]|Asset Tag,text,F07549,form-control,False,679.0,370.0,454.0,34.0,[]
2024-03-25 08:58:01,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,asset_tag,,asset_tags[1]|Asset Tag,text,P1,form-control,False,679.0,370.0,454.0,34.0,[]
2024-03-25 08:58:01,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,808,488,,,,1.0.1,SPAN|textbox,select2-model_select_id-container,,,,,select2-selection__rendered needsclick,False,692.0,470.0,428.0,28.0,[]
2024-03-25 08:58:12,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,,,search,search,logi,select2-search__field,False,684.0,506.0,444.0,28.0,[]
2024-03-25 08:58:14,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,832,531,,,,1.0.1,SPAN|textbox,select2-status_select_id-container,,,,,select2-selection__rendered needsclick,False,692.0,519.0,428.0,28.0,[]
2024-03-25 08:58:17,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,804,638,,,,1.0.1,SPAN|textbox,select2-rtd_location_id_location_select-container,,,,,select2-selection__rendered needsclick,False,692.0,617.0,434.0,28.0,[]
2024-03-25 08:58:22,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,,,search,search,1306,select2-search__field,False,684.0,550.0,450.0,28.0,[]
2024-03-25 08:58:27,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/create,Create Asset :: Inventar,,,1218,745,,,,1.0.1,I|button,,,,,,fas fa-check icon-white,False,1211.0,732.0,12.0,14.0,[]
2024-03-25 08:58:30,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,1000,120,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,,form-control,False,859.0,95.0,184.0,34.0,[]
2024-03-25 08:58:31,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,p1,form-control,False,859.0,95.0,184.0,34.0,[]
2024-03-25 08:58:31,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,0,0,,,,1.0.1,BUTTON|button,,,Search,,,btn btn-primary pull-right,False,1058.0,8.0,39.0,33.0,[]
2024-03-25 09:00:24,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories,Accessories :: Inventar,,,1432,609,,,,1.0.1,I|generic,,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,,,,fas fa-pencil-alt,False,1424.0,599.0,12.0,12.0,[]
2024-03-25 09:00:27,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,741,612,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,3,form-control,False,679.0,599.0,98.0,34.0,[]
2024-03-25 09:00:27,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,741,612,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,3,form-control,False,679.0,599.0,98.0,34.0,[]
2024-03-25 09:00:27,chrome,Left double click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,741,612,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,3,form-control,False,679.0,599.0,98.0,34.0,[]
2024-03-25 09:00:27,chrome,Text selected,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,0,0,,3,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,3,form-control,False,679.0,599.0,98.0,34.0,[]
2024-03-25 09:00:32,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,4,form-control,False,679.0,-234.0,98.0,34.0,[]
2024-03-25 09:00:32,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,1223,710,,,,1.0.1,I|button,,,,,,fas fa-check icon-white,False,1211.0,707.0,12.0,14.0,[]
