timestamp,extensionName,eventType,url,tabTitle,context,clipboardText,screenX,screenY,keyboardCommand,selectedText,domPath,version,context.elementType,context.elementId,context.url,context.elementName,context.inputType,context.elementValue,context.className,context.checked,context.x,context.y,context.width,context.height,context.extractions
2024-03-25 11:20:35,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/6030,View Asset L1 :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,m1,form-control,False,859.0,95.0,184.0,34.0,[]
2024-03-25 11:20:35,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030,View Asset L1 :: Inventar,,,1080,112,,,,1.0.1,I|button,,,,,,fas fa-search,False,1070.0,105.0,14.0,14.0,[]
2024-03-25 11:20:43,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6278,View Asset M1 :: Inventar,,,1202,420,,,,1.0.1,A|link,,https://vc11-wi.fit.fraunhofer.de/hardware/6278/checkout,Checkout Asset,,,btn btn-sm btn-primary hidden-print,False,1116.0,410.0,363.0,29.0,[]
2024-03-25 11:20:47,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6278/checkout,Checkout Asset :: Inventar,,,672,512,,,,1.0.1,SPAN|textbox,select2-assigned_user_select-container,,,,,select2-selection__rendered needsclick,False,450.0,497.0,304.0,28.0,[]
2024-03-25 11:20:54,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/6278/checkout,Checkout Asset :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,,,search,search,client 4,select2-search__field,False,442.0,532.0,320.0,28.0,[]
2024-03-25 11:21:15,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6278/checkout,Checkout Asset :: Inventar,,,920,708,,,,1.0.1,BUTTON|button,,,Checkout,,,btn btn-primary pull-right,False,857.0,693.0,99.0,33.0,[]
2024-03-25 11:21:53,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,852,298,,,,1.0.1,DIV|generic,,,,,,fixed-table-toolbar,False,255.0,281.0,1239.0,54.0,[]
2024-03-25 11:21:55,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,792,297,,,,1.0.1,DIV|generic,,,,,,fixed-table-toolbar,False,255.0,281.0,1239.0,54.0,[]
2024-03-25 11:21:57,chrome,Activated tab,https://www.youtube.com/watch?v=riLIwuJO9qY,TOTO - Greatest Hits - YouTube,,,0,0,,,,1.0.1,,,,,,,,,,,,,
2024-03-25 11:21:59,chrome,Left click,https://www.youtube.com/watch?v=riLIwuJO9qY,TOTO - Greatest Hits - YouTube,,,388,110,,,,1.0.1,DIV|banner,center,,,,,style-scope ytd-masthead,False,365.0,95.0,732.0,40.0,[]
2024-03-25 11:21:59,chrome,Text selected,https://www.youtube.com/watch?v=riLIwuJO9qY,TOTO - Greatest Hits - YouTube,,,0,0,,toto africa,,1.0.1,INPUT|textbox,search,,search_query|Suchen,text,toto africa,ytd-searchbox,False,458.0,102.0,490.0,26.0,[]
