timestamp,extensionName,eventType,url,tabTitle,context,clipboardText,screenX,screenY,keyboardCommand,selectedText,domPath,version,context.elementType,context.elementId,context.url,context.elementName,context.inputType,context.elementValue,context.className,context.checked,context.x,context.y,context.width,context.height,context.extractions
2024-03-25 09:39:49,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/,Dashboard :: Inventar,,,114,784,,,,1.0.1,ASIDE|generic,,,Dashboard                                                                                                                                                                                                                 Assets                                                                                                                                                                                                                                                                               List All                                                                                                                                                                                                                                                                                                                                 All                                             Deployed                                             (3952)                                                                                                                                                                                                                                                      All                                             Ready to Deploy                                             (177)                                                                                                                                                                All                                             Pending                                             (0)                                                                                                                                                                All                                             Un-deployable                                             (0)                                                                                                                                                                All                                             BYOD                                             (0)                                                                                                                                                                All                                             Archived                                             (67)                                                                                                                                                                Requestable                                                                                                                                                                                                                                                           Due for Audit                                                                                                                                                                                                                              Overdue for Audit                                                                                                                                                                Â                                                                                                                                                                            Quick Scan Checkin                                                                                                                                                                                                                                                                                                      Bulk Checkout                                                                                                                                                                                                                             Requested                                                                                                                                                                                                                                                         Deleted                                                                                                                                                                                                                             Asset Maintenances                                                                                                                                                                                                                                                                                                     Import History                                                                                                                                                                                                                                                                                                     Bulk Audit                                                                                                                                                                                                                                                                                                                                                                                Licenses                                                                                                                                                                                                                                                      Accessories                                                                                                                                                                                                                                                      Consumables                                                                                                                                                                                                                                                      Components                                                                                                                                                                                                                                                      Predefined Kits                                                                                                                                                                                                                                                       People                                                                                                                                                                                                                                                      Import                                                                                                                                                                                                                                                       Settings                                                                                                                                                                                                                                                                                   Custom Fields                                                                                                                                                                                                                                                                                                      Status Labels                                                                                                                                                                                                                                                                                                      Asset Models                                                                                                                                                                                                                                                                                                      Categories                                                                                                                                                                                                                                                                                                      Manufacturers                                                                                                                                                                                                                                                                                                      Suppliers                                                                                                                                                                                                                                                                                                      Departments                                                                                                                                                                                                                                                                                                      Locations                                                                                                                                                                                                                                                                                                      Companies                                                                                                                                                                                                                                                                                                      Depreciation                                                                                                                                                                                                                                                                                                                                                                                 Reports                                                                                                                                                                                                                                   Activity Report                                                                                                                                                                                                          Audit Log                                                                                                                                                                Depreciation Report                                                                                                                                                                                                         License Report                                                                                                                                                                                                         Asset Maintenance Report                                                                                                                                                                                                         Unaccepted Assets                                                                                                                                                                                                         Accessory Report                                                                                                                                                                                                         Custom Asset Report                                                                                                                                                                                                                                                                                                                                     Requestable,,,main-sidebar,False,0.0,87.0,230.0,1318.0,[]
2024-03-25 09:41:00,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/,Dashboard :: Inventar,,,56,304,,,,1.0.1,A|link,,https://vc11-wi.fit.fraunhofer.de/accessories,Accessories,,,,False,0.0,269.0,230.0,44.0,[]
2024-03-25 09:41:04,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories,Accessories :: Inventar,,,1433,611,,,,1.0.1,I|generic,,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,,,,fas fa-pencil-alt,False,1424.0,599.0,12.0,12.0,[]
2024-03-25 09:41:07,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,758,548,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,4,form-control,False,679.0,521.0,98.0,34.0,[]
2024-03-25 09:41:07,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,758,548,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,4,form-control,False,679.0,521.0,98.0,34.0,[]
2024-03-25 09:41:07,chrome,Left double click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,758,548,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,4,form-control,False,679.0,521.0,98.0,34.0,[]
2024-03-25 09:41:07,chrome,Text selected,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,0,0,,4,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,4,form-control,False,679.0,521.0,98.0,34.0,[]
2024-03-25 09:41:10,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,qty,,qty|Quantity,text,5,form-control,False,679.0,521.0,98.0,34.0,[]
2024-03-25 09:41:10,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,572,581,,,,1.0.1,LABEL|generic,,,Min. QTY,,,col-md-3 control-label,False,454.0,570.0,209.0,25.0,[]
2024-03-25 09:41:10,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories/68/edit,Update Accessory :: Inventar,,,572,581,,,,1.0.1,INPUT|textbox,min_amt,,min_amt|Min. QTY,text,,form-control col-md-3,False,679.0,570.0,84.0,34.0,[]
