timestamp,resource,activity,region,walking_speed,step,handling_height
2024-03-25 11:46:53+01:00,A2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:53+01:00,C1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:53+01:00,C3,Handling,Waiting Area,0.0,False,7.0
2024-03-25 11:46:54+01:00,A2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:54+01:00,C1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:54+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 11:46:55+01:00,A2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:55+01:00,C1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:55+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 11:46:56+01:00,A2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:56+01:00,C1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:56+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 11:46:57+01:00,A2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:57+01:00,C1,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 11:46:57+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 11:46:58+01:00,A2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 11:46:58+01:00,C1,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 11:46:58+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 11:46:59+01:00,A2,Walk,Warehouse Area,0.6829268292682927,False,6.0
2024-03-25 11:46:59+01:00,C1,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 11:46:59+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 11:47:00+01:00,A2,Walk,Warehouse Area,0.6829268292682927,False,6.0
2024-03-25 11:47:00+01:00,C1,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 11:47:00+01:00,C3,Handling,Waiting Area,0.0,False,8.0
2024-03-25 11:47:01+01:00,A2,Walk,Warehouse Area,0.6829268292682927,False,6.0
2024-03-25 11:47:01+01:00,C1,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 11:47:01+01:00,C3,Handling,Waiting Area,0.0,False,8.0
