timestamp,resource,activity,region,walking_speed,step,handling_height
2024-03-25 09:24:16+01:00,A1,Stand,Working Area,0.0,False,6.0
2024-03-25 09:24:16+01:00,C4,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:24:17+01:00,A1,Stand,Issue Area,0.0,False,6.0
2024-03-25 09:24:17+01:00,C4,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:24:18+01:00,A1,Walk,Issue Area,0.6999999999999998,False,6.0
2024-03-25 09:24:18+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:19+01:00,A1,Walk,Issue Area,0.6999999999999998,False,6.0
2024-03-25 09:24:19+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:20+01:00,A1,Walk,Issue Area,0.6999999999999998,False,6.0
2024-03-25 09:24:20+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:21+01:00,A1,Walk,Issue Area,0.6999999999999998,False,6.0
2024-03-25 09:24:21+01:00,C4,Handling,Waiting Area,0.0,False,8.5
2024-03-25 09:24:22+01:00,A1,Walk,Issue Area,0.6999999999999998,False,6.0
2024-03-25 09:24:22+01:00,C4,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:24:23+01:00,A1,Walk,Issue Area,0.6999999999999998,False,6.0
2024-03-25 09:24:23+01:00,C4,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:24:24+01:00,A1,Handling,Issue Area,0.0,False,8.0
2024-03-25 09:24:24+01:00,C4,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:24:25+01:00,A1,Handling,Issue Area,0.0,False,8.0
2024-03-25 09:24:25+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:26+01:00,A1,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 09:24:26+01:00,C4,Handling,Waiting Area,0.0,False,7.5
2024-03-25 09:24:27+01:00,A1,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 09:24:27+01:00,C4,Handling,Waiting Area,0.0,False,7.0
2024-03-25 09:24:28+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:24:28+01:00,C4,Handling,Waiting Area,0.0,False,7.0
2024-03-25 09:24:29+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:24:29+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:30+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:24:30+01:00,C4,Handling,Waiting Area,0.0,False,7.0
2024-03-25 09:24:31+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:24:31+01:00,C4,Handling,Waiting Area,0.0,False,7.0
2024-03-25 09:24:32+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:24:32+01:00,C4,Handling,Waiting Area,0.0,False,7.0
2024-03-25 09:24:33+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:24:33+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:34+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:24:34+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:35+01:00,A1,Stand,Issue Area,0.0,False,6.0
2024-03-25 09:24:35+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:36+01:00,A1,Walk,Issue Area,0.9607843137254901,False,6.0
2024-03-25 09:24:36+01:00,C4,Handling,Waiting Area,0.0,False,7.0
2024-03-25 09:24:37+01:00,A1,Walk,Working Area,0.9607843137254901,False,6.0
2024-03-25 09:24:37+01:00,C4,Handling,Waiting Area,0.0,False,7.0
2024-03-25 09:24:38+01:00,A1,Walk,Working Area,0.9607843137254901,False,6.0
2024-03-25 09:24:38+01:00,C4,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:24:39+01:00,A1,Walk,Working Area,0.9607843137254901,False,6.0
2024-03-25 09:24:39+01:00,C4,Handling,Waiting Area,0.0,False,8.0
