timestamp,resource,activity,region,walking_speed,step,handling_height
2024-03-25 09:20:00+01:00,A1,Walk,Warehouse Area,0.6862745098039216,False,6.0
2024-03-25 09:20:00+01:00,C2,Walk,Waiting Area,0.0,False,6.0
2024-03-25 09:20:01+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:01+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:20:02+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:02+01:00,C2,Handling,Waiting Area,0.0,False,8.5
2024-03-25 09:20:03+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:03+01:00,C2,Walk,Waiting Area,0.0,False,6.0
2024-03-25 09:20:04+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:04+01:00,C2,Walk,Waiting Area,0.0,False,6.0
2024-03-25 09:20:05+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:05+01:00,C2,Walk,Waiting Area,0.0,False,6.0
2024-03-25 09:20:06+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:06+01:00,C2,Walk,Waiting Area,0.0,False,6.0
2024-03-25 09:20:07+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:07+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 09:20:08+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:08+01:00,C2,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:20:09+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:09+01:00,C2,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:20:10+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:10+01:00,C2,Handling,Waiting Area,0.0,False,9.0
2024-03-25 09:20:11+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:11+01:00,C2,Stand,Waiting Area,0.0,False,6.0
2024-03-25 09:20:12+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:12+01:00,C2,Stand,Waiting Area,0.0,False,6.0
2024-03-25 09:20:13+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:13+01:00,C2,Stand,Waiting Area,0.0,False,6.0
2024-03-25 09:20:14+01:00,A1,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 09:20:14+01:00,C2,Stand,Waiting Area,0.0,False,6.0
