timestamp,extensionName,eventType,url,tabTitle,context,clipboardText,screenX,screenY,keyboardCommand,selectedText,domPath,version,context.elementType,context.elementId,context.url,context.elementName,context.inputType,context.elementValue,context.className,context.checked,context.x,context.y,context.width,context.height,context.extractions
2024-03-25 09:52:09,chrome,Activated tab,chrome://newtab/,Neuer Tab,,,0,0,,,,1.0.1,,,,,,,,,,,,,
2024-03-25 09:52:11,chrome,Left click,https://www.google.com/search?q=clown&rlz=1C1GCEB_enDE1053DE1053&oq=clown&gs_lcrp=EgZjaHJvbWUyDAgAEEUYORixAxiABDINCAEQLhiDARixAxiABDINCAIQABiDARixAxiABDIHCAMQABiABDIKCAQQABixAxiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIKCAkQABixAxiABNIBBzYyNmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,clown - Google Suche,,,244,202,,,,1.0.1,DIV|link,,/search?sca_esv=af536de37ed85ffb&rlz=1C1GCEB_enDE1053DE1053&q=clown&tbm=isch&source=lnms&prmd=ivnbz&sa=X&ved=2ahUKEwjnspbQhI-FAxV69QIHHQ0DBokQ0pQJegQIDRAB,,,,YmvwI,False,240.0,188.0,55.0,30.0,[]
2024-03-25 09:52:13,chrome,Left click,https://www.google.com/search?sca_esv=af536de37ed85ffb&rlz=1C1GCEB_enDE1053DE1053&q=clown&tbm=isch&source=lnms&prmd=ivnbz&sa=X&ved=2ahUKEwjnspbQhI-FAxV69QIHHQ0DBokQ0pQJegQIDRAB&biw=1536&bih=738&dpr=1.25,clown â€“ Google Suche,,,202,393,,,,1.0.1,IMG|button,,https://www.google.com/imgres?imgurl=https%3A%2F%2Fmedia.istockphoto.com%2Fid%2F533837393%2Fde%2Ffoto%2Fclown.jpg%3Fs%3D612x612%26w%3D0%26k%3D20%26c%3DP0n1fOeaWwCrmtybT2kzXW0znua8lhLaB1pyyKRUuEw%3D&tbnid=ONGnOIP1XFJBTM&vet=12ahUKEwif743RhI-FAxXW0bsIHYzwA38QMygAegQIARBu..i&imgrefurl=https%3A%2F%2Fwww.istockphoto.com%2Fde%2Ffoto%2Fclown-gm533837393-56461562&docid=Q2IWTKGBxHkx1M&w=612&h=420&q=clown&ved=2ahUKEwif743RhI-FAxXW0bsIHYzwA38QMygAegQIARBu,,,,rg_i Q4LuWd,False,16.0,307.0,263.0,180.0,[]
2024-03-25 09:53:16,chrome,Closed tab,,,,,0,0,,,,1.0.1,,,,,,,,,,,,,
2024-03-25 09:53:16,chrome,Activated tab,https://vc11-wi.fit.fraunhofer.de/accessories,Accessories :: Inventar,,,0,0,,,,1.0.1,,,,,,,,,,,,,
2024-03-25 09:55:12,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/accessories,Accessories :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,l2,form-control,False,859.0,95.0,184.0,34.0,[]
2024-03-25 09:55:12,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/accessories,Accessories :: Inventar,,,0,0,,,,1.0.1,BUTTON|button,,,Search,,,btn btn-primary pull-right,False,1058.0,8.0,39.0,33.0,[]
2024-03-25 09:55:21,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6061,View Asset L2 :: Inventar,,,1276,501,,,,1.0.1,A|link,,https://vc11-wi.fit.fraunhofer.de/hardware/6061/checkin,Checkin Asset,,,btn btn-sm btn-primary hidden-print,False,1116.0,481.0,363.0,29.0,[]
2024-03-25 09:55:23,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6061/checkin,Checkin Asset :: Inventar,,,659,368,,,,1.0.1,SPAN|textbox,select2-modal-statuslabel_types-container,,,,,select2-selection__rendered needsclick,False,512.0,351.0,473.0,28.0,[]
2024-03-25 09:55:26,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6061/checkin,Checkin Asset :: Inventar,,,1087,598,,,,1.0.1,BUTTON|button,,,Checkin,,,btn btn-primary pull-right,False,1056.0,579.0,90.0,33.0,[]
