timestamp,extensionName,eventType,url,tabTitle,context,clipboardText,screenX,screenY,keyboardCommand,selectedText,domPath,version,context.elementType,context.elementId,context.url,context.elementName,context.inputType,context.elementValue,context.className,context.checked,context.x,context.y,context.width,context.height,context.extractions
2024-03-25 11:08:30,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/6061,View Asset L2 :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,l1,form-control,False,859.0,95.0,184.0,34.0,[]
2024-03-25 11:08:30,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6061,View Asset L2 :: Inventar,,,0,0,,,,1.0.1,BUTTON|button,,,Search,,,btn btn-primary pull-right,False,1058.0,8.0,39.0,33.0,[]
2024-03-25 11:09:37,chrome,Activated tab,https://www.youtube.com/watch?v=riLIwuJO9qY,TOTO - Greatest Hits - YouTube,,,0,0,,,,1.0.1,,,,,,,,,,,,,
2024-03-25 11:09:40,chrome,Left click,https://www.youtube.com/watch?v=riLIwuJO9qY,TOTO - Greatest Hits - YouTube,,,256,664,,,,1.0.1,DIV|slider,,,,,,ytp-volume-slider-handle,False,249.0,658.0,12.0,12.0,[]
2024-03-25 11:09:42,chrome,Left click,https://www.youtube.com/watch?v=riLIwuJO9qY,TOTO - Greatest Hits - YouTube,,,246,661,,,,1.0.1,DIV|slider,,,,,,ytp-volume-slider,False,236.0,640.0,52.0,48.0,[]
2024-03-25 11:09:43,chrome,Activated tab,https://vc11-wi.fit.fraunhofer.de/hardware/6030,View Asset L1 :: Inventar,,,0,0,,,,1.0.1,,,,,,,,,,,,,
2024-03-25 11:09:58,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030,View Asset L1 :: Inventar,,,1205,492,,,,1.0.1,A|link,,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset,,,btn btn-sm btn-primary hidden-print,False,1116.0,481.0,363.0,29.0,[]
2024-03-25 11:10:00,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset :: Inventar,,,979,374,,,,1.0.1,SPAN|presentation,,,,,,select2-selection__arrow needsclick,False,977.0,349.0,20.0,26.0,[]
2024-03-25 11:10:11,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset :: Inventar,,,750,663,,,,1.0.1,TEXTAREA|generic,note,,note|,,,col-md-6 form-control,False,499.0,640.0,581.0,53.0,[]
2024-03-25 11:10:12,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset :: Inventar,,,599,663,,,,1.0.1,TEXTAREA|generic,note,,note|,,,col-md-6 form-control,False,499.0,640.0,581.0,53.0,[]
2024-03-25 11:10:23,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset :: Inventar,,,713,671,,,,1.0.1,TEXTAREA|generic,note,,note|,,Returned because of bluescreen,col-md-6 form-control,False,499.0,640.0,581.0,53.0,[]
2024-03-25 11:10:24,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset :: Inventar,,,774,657,,,,1.0.1,TEXTAREA|generic,note,,note|,,Returned because of bluescreen,col-md-6 form-control,False,499.0,640.0,581.0,53.0,[]
2024-03-25 11:10:32,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset :: Inventar,,,0,0,,,,1.0.1,TEXTAREA|generic,note,,note|,,Returned because of bluescreen,col-md-6 form-control,False,499.0,640.0,581.0,53.0,[]
2024-03-25 11:10:32,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6030/checkin,Checkin Asset :: Inventar,,,1124,735,,,,1.0.1,BUTTON|button,,,Checkin,,,btn btn-primary pull-right,False,1056.0,719.0,90.0,33.0,[]
2024-03-25 11:11:25,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,l4,form-control,False,859.0,95.0,184.0,34.0,[]
2024-03-25 11:11:25,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,0,0,,,,1.0.1,BUTTON|button,,,Search,,,btn btn-primary pull-right,False,1058.0,8.0,39.0,33.0,[]
2024-03-25 11:11:29,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6058,View Asset L4 :: Inventar,,,1221,492,,,,1.0.1,A|link,,https://vc11-wi.fit.fraunhofer.de/hardware/6058/checkout,Checkout Asset,,,btn btn-sm btn-primary hidden-print,False,1116.0,486.0,363.0,29.0,[]
2024-03-25 11:11:32,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6058/checkout,Checkout Asset :: Inventar,,,589,517,,,,1.0.1,SPAN|textbox,select2-assigned_user_select-container,,,,,select2-selection__rendered needsclick,False,450.0,497.0,304.0,28.0,[]
2024-03-25 11:11:36,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware/6058/checkout,Checkout Asset :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,,,search,search,client 3,select2-search__field,False,442.0,532.0,320.0,28.0,[]
2024-03-25 11:11:38,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6058/checkout,Checkout Asset :: Inventar,,,920,662,,,,1.0.1,DIV|generic,,,,,,form-group ,False,240.0,641.0,732.0,53.0,[]
2024-03-25 11:11:44,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware/6058/checkout,Checkout Asset :: Inventar,,,908,802,,,,1.0.1,BUTTON|button,,,Checkout,,,btn btn-primary pull-right,False,857.0,777.0,99.0,33.0,[]
2024-03-25 11:11:59,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,838,328,,,,1.0.1,DIV|generic,,,,,,fixed-table-toolbar,False,255.0,281.0,1239.0,54.0,[]
2024-03-25 11:12:03,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,891,309,,,,1.0.1,DIV|generic,,,,,,fixed-table-toolbar,False,255.0,281.0,1239.0,54.0,[]
2024-03-25 11:12:06,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,851,303,,,,1.0.1,DIV|generic,,,,,,fixed-table-toolbar,False,255.0,281.0,1239.0,54.0,[]
2024-03-25 11:15:23,chrome,Left click,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,954,112,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,,form-control,False,859.0,95.0,184.0,34.0,[]
2024-03-25 11:15:25,chrome,Element changed,https://vc11-wi.fit.fraunhofer.de/hardware,All Assets :: Inventar,,,0,0,,,,1.0.1,INPUT|textbox,tagSearch,,assetTag|Lookup by Asset Tag,text,l1,form-control,False,859.0,95.0,184.0,34.0,[]
