timestamp,resource,activity,region,walking_speed,step,handling_height
2024-03-25 08:48:24+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:24+01:00,C1,Stand,Self-Service Lending Area,0.0,False,6.0
2024-03-25 08:48:24+01:00,C2,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:24+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:25+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:25+01:00,C1,Stand,Self-Service Lending Area,0.0,False,6.0
2024-03-25 08:48:25+01:00,C2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:25+01:00,C6,Walk,Warehouse Area,0.5283018867924528,False,6.0
2024-03-25 08:48:26+01:00,A1,Walk,Working Area,0.8385416666666666,False,6.0
2024-03-25 08:48:26+01:00,C1,Stand,Self-Service Lending Area,0.0,False,6.0
2024-03-25 08:48:26+01:00,C2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:26+01:00,C6,Walk,Warehouse Area,0.5283018867924528,False,6.0
2024-03-25 08:48:27+01:00,A1,Walk,Working Area,0.8385416666666666,False,6.0
2024-03-25 08:48:27+01:00,C1,Handling,Self-Service Lending Area,0.0,False,8.0
2024-03-25 08:48:27+01:00,C2,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:27+01:00,C6,Walk,Warehouse Area,0.5283018867924528,False,6.0
2024-03-25 08:48:28+01:00,A1,Walk,Working Area,0.8385416666666666,False,6.0
2024-03-25 08:48:28+01:00,C1,Stand,Self-Service Lending Area,0.0,False,6.0
2024-03-25 08:48:28+01:00,C2,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:28+01:00,C6,Walk,Warehouse Area,0.5283018867924528,False,6.0
2024-03-25 08:48:29+01:00,A1,Walk,Working Area,0.8385416666666666,False,6.0
2024-03-25 08:48:29+01:00,C1,Handling,Self-Service Lending Area,0.0,False,8.0
2024-03-25 08:48:29+01:00,C2,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:29+01:00,C6,Walk,Warehouse Area,0.5283018867924528,False,6.0
2024-03-25 08:48:30+01:00,A1,Walk,Working Area,0.8385416666666666,False,6.0
2024-03-25 08:48:30+01:00,C1,Stand,Waiting Area,0.0,False,6.0
2024-03-25 08:48:30+01:00,C2,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:30+01:00,C6,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:31+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:31+01:00,C1,Stand,Waiting Area,0.0,False,6.0
2024-03-25 08:48:31+01:00,C2,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:31+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:32+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:32+01:00,C1,Walk,Waiting Area,0.0,False,6.0
2024-03-25 08:48:32+01:00,C2,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:32+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:33+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:33+01:00,C1,Walk,Waiting Area,0.0,False,6.0
2024-03-25 08:48:33+01:00,C2,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:33+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:34+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:34+01:00,C1,Walk,Waiting Area,0.0,False,6.0
2024-03-25 08:48:34+01:00,C2,Stand,Waiting Area,0.0,False,6.0
2024-03-25 08:48:34+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:35+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:35+01:00,C1,Walk,Waiting Area,0.0,False,6.0
2024-03-25 08:48:35+01:00,C2,Stand,Waiting Area,0.0,False,6.0
2024-03-25 08:48:35+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:36+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:36+01:00,C1,Handling,Waiting Area,0.0,False,8.0
2024-03-25 08:48:36+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 08:48:36+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:37+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:37+01:00,C1,Walk,Waiting Area,0.0,False,6.0
2024-03-25 08:48:37+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 08:48:37+01:00,C6,Stand,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:38+01:00,A1,Walk,Issue Area,0.8385416666666666,False,6.0
2024-03-25 08:48:38+01:00,C1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:38+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 08:48:38+01:00,C6,Walk,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:39+01:00,A1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:39+01:00,C1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:39+01:00,C2,Stand,Waiting Area,0.0,False,6.0
2024-03-25 08:48:39+01:00,C6,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:40+01:00,A1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:40+01:00,C1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:40+01:00,C2,Stand,Waiting Area,0.0,False,6.0
2024-03-25 08:48:40+01:00,C6,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:41+01:00,A1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:41+01:00,C1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:41+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 08:48:41+01:00,C6,Handling,Warehouse Area,0.0,False,8.0
2024-03-25 08:48:42+01:00,A1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:42+01:00,C1,Stand,Waiting Area,0.0,False,6.0
2024-03-25 08:48:42+01:00,C2,Handling,Waiting Area,0.0,False,8.0
2024-03-25 08:48:42+01:00,C6,Walk,Warehouse Area,0.0,False,6.0
2024-03-25 08:48:43+01:00,A1,Stand,Issue Area,0.0,False,6.0
2024-03-25 08:48:43+01:00,C1,Walk,Waiting Area,1.2125984251968505,False,6.0
2024-03-25 08:48:43+01:00,C2,Handling,Waiting Area,0.0,False,8.0
